state,county,category,category_label,tier,phase,strategy,sources
Indiana,Adams,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Bartholomew,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Benton,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Blackford,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Boone,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Brown,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Carroll,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Cass,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Clark,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Clay,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Clinton,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Crawford,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Daviess,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,DeKalb,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Dearborn,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Decatur,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Delaware,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Dubois,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Elkhart,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Fayette,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Floyd,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Fountain,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Franklin,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Fulton,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Gibson,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Grant,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Greene,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Hamilton,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Hancock,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Harrison,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Hendricks,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Henry,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Howard,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Huntington,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Jackson,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Jasper,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Jay,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Jefferson,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Jennings,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Johnson,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Knox,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Kosciusko,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,LaGrange,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,LaPorte,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Lawrence,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Marshall,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Martin,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Miami,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Montgomery,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Morgan,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Newton,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Noble,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Ohio,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Orange,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Owen,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Parke,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Perry,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Pike,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Porter,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Posey,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Pulaski,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Putnam,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Randolph,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Ripley,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Rush,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Scott,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Shelby,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Spencer,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Starke,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Steuben,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Sullivan,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Switzerland,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Tipton,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Union,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Vermillion,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Vigo,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Wabash,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Warren,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Warrick,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Washington,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Wayne,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Wells,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,White,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Whitley,housing,Housing,A,1,regional,CoC/HUD; DOC reentry housing; state housing finance
Indiana,Adams,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Allen,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Bartholomew,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Benton,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Blackford,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Boone,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Brown,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Carroll,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Cass,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Clark,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Clay,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Clinton,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Crawford,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Daviess,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,DeKalb,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Dearborn,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Decatur,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Delaware,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Dubois,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Elkhart,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Fayette,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Floyd,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Fountain,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Franklin,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Fulton,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Gibson,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Grant,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Greene,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Hamilton,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Hancock,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Harrison,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Hendricks,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Henry,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Howard,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Huntington,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Jackson,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Jasper,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Jay,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Jefferson,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Jennings,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Johnson,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Knox,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Kosciusko,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,LaGrange,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,LaPorte,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Lake,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Lawrence,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Madison,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Marshall,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Martin,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Miami,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Montgomery,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Morgan,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Newton,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Noble,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Ohio,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Orange,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Owen,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Parke,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Perry,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Pike,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Porter,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Posey,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Pulaski,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Putnam,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Randolph,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Ripley,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Rush,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Scott,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Shelby,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Spencer,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,St. Joseph,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Starke,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Steuben,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Sullivan,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Switzerland,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Tipton,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Union,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Vanderburgh,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Vermillion,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
Indiana,Wabash,substance-use-treatment,Substance Use Treatment,A,1,regional,SAMHSA; FindHelpNow/state SUD directory
